cluster	topic	roleset	prop name	prop rol desc	arg0	arg1	argL	argT	example
realize | listen | receive	45	hear.01	hear, physically hear (not sense of hearing itself)	0: hearer | 1: utterance, sound	dozens of people	decide.01	Modesto, CA		Dozens of people in Laci Peterson 's hometown who were donating blood in her memory applauded when they <m> heard </m> a jury 's decision to execute Scott Peterson for the murder of his pregnant wife
listen | witness | observe	36	hearing.02	a session of a committe or jury	0: Judge | 1: Person on trial	jury	Warren Jeffs	Texas	08	Texas jury <m> hears </m> Warren Jeffs sex tapes despite FLDS leader's objections
cause | grow | intensify	41	heighten.01	make higher	0: causal agent | 1: thing becoming higher	Sudan and South Sudan	tense.01	Yida	11	The bombing was a result of the <m> heightening </m> tensions between Sudan and South Sudan .
aid | contribute | assist	44	help.01	help, aid	0: helper | 1: project	deal.01	snap_up.08			Hewlett-Packard is negotiating to buy technology services provider Electronic Data Systems in a deal that could <m> help </m> the world 's largest personal computer maker snap up more data management and consulting contracts .
aid | contribute | assist	43	help.01	help, aid	0: helper | 1: project	deal.01	compete.02			Yesterday Advanced Micro Devices Inc. ( AMD ) , a leading global CPU maker , announced its purchase of Canada-based graphics chips maker ATI Technologies Inc. in a US $ 5.4 billion deal that many said would <m> help </m> AMD compete more effectively with Intel Corp. , its largest-in-the-world rival .
employ | make | install	44	hire.01	initiate employment	0: employer | 1: new employee	HP	Mark Hurd			The all-cash deal , announced Tuesday , represents HP 's biggest gamble under the leadership of Mark Hurd , who was <m> hired </m> as chief executive in March 2005 to turn around the maker of personal computers and printers .
strike | attack | smash	37	hit.01	strike	0: agent, hitter - animate only! | 1: thing hit	earthquake.02	Indonesia's Aceh	Indonesia's Aceh	07	A 6 . 1 - magnitude earthquake which <m> hit </m> the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 .
strike | attack | smash	41	hit.01	strike	0: agent, hitter - animate only! | 1: thing hit	bomber	camp	Yida	11	Nevertheless , on Thursday afternoon an Antonov bomber dropped four bombs on the South Sudanese area of Yida , <m> hitting </m> a refugee camp of roughly 21 , 000 people , some of them northern Sudanese who had crossed the border since the rebellion in Sudan began .
conduct | host | throw	43	hold.04	conduct, hosting	0: conductor | 1: thing held	AMD	confer.01		24 July 2006	In a news conference announcing the merger <m> held </m> in Taipei yesterday , Henri Richard , executive vice president of AMD , urged investors not to worry as ATI 's relations with TSMC and its rival United Microelectronics Corp. would not change .
conduct | host | throw	40	hold.04	conduct, hosting	0: conductor | 1: thing held	Apple	event	Cupertino, Calif	NA	Apple CEO Steve Jobs unveiled the company 's new high-end notebook line during the special event being <m> held </m> at Apple 's headquarters in Cupertino , Calif .
want | wish | desire	43	hope.01	wish- verb frame only	0: hoper | 1: thing hoped (for)	AMD	gain.02			Chipmaker AMD , <m> hoping </m> to gain a leg up on a resurgent rival Intel ( INTC ) , on July 24 ended months of speculation by saying it would buy graphics chipmaker ATI for about $ 5.4 billion .
wish | anticipate | desire	40	hope.01	wish- verb frame only	0: hoper | 1: thing hoped (for)	many	announce.01	San Francisco	NA	While Apple 's final keynote address at the annual MacWorld convention in San Francisco did n't contain the iPhone-related announcements many had <m> hoped </m> for , we were given all of the details on Apple 's latest revamp to their largest and most powerful MacBook Pro .
illicit | criminal | violate	36	illegal.01	against the law	1: unlawful activity	bigamy	NA	San Antonio	12	Texas authorities have charged the ecclesiastical head of the Fundamentalist Church of Jesus Christ of Latter Day Saints with <m> felony </m> bigamy , aggravated sexual assault and assault .
hit | strike | effect	44	impact.01	have an effect on	0: thing affecting | 1: thing affected	deal.01	HP customers			At least initially , Sturm said , there will be little noticeable <m> impact </m> on customers from the deal .
hit | strike | effect	43	impact.01	have an effect on	0: thing affecting | 1: thing affected	merge.01	Taiwanese chipset manufacturers			The merger , meanwhile , is also expected to create an <m> impact </m> on Taiwan 's chipset manufacturers .
anticipate | at_hand | approach	44	impend.01	happen soon	1: anticipated event		deal.01			The <m> impending </m> deal would make the newly merged company worth about $ 22 billion and put it on a level with IBM , the largest IT services company in the world .
involve | connect | imply	43	implicate.01	to involve, connect, or imply, connection or implying	0: entity establishing a link | 1: thing implicated	merge.01				The AMD statement said , `` We can not speculate on the <m> implications </m> of the merger for another 90-120 days , till the time integration is complete . ''
childbearing | sex | fertilize	45	impregnate.01	to make pregnant, full with, full with (child)	0: impregnator, male | 1: thing made pregnant, woman	Christopher Kenyon Simpson	Ka'loni Flynn			A jury in eastern Oklahoma has convicted a 27 - year - old man of shooting dead his <m> pregnant </m> girlfriend and her unborn baby after she refused to get an abortion .
jail | confine | lock_up	36	imprison.01	throw in jail	0: court, judge, jury | 1: criminal	jury	Warren Jeffs	Texas	08	The jury sentenced Jeffs to life in prison for aggravated sexual assault of a 12 - year - old girl and <m> 20 years in prison </m> for the sexual assault of a 15 - year - old girl .
jail | sentence | incarcerate	40	imprison.01	throw in jail	0: court, judge, jury | 1: criminal	NA	Warren Jeffs	Texas	08	The only hardware release at Macworld Expo 2009 was a predictable unibody upgrade for the 17-inch MacBook Pro , which Apple reports will have an eight-hour <m> battery life </m> .
affair | occur | phenomenon	36	incident.01	disturbance	0: cause | 1: problem	arrest.01	NA	Bountiful	NA	Shields said both Oler and Blackmore were arrested Wednesday morning without <m> incident </m> by eight plainclothes RCMP officers in unmarked vehicles .
contain | have | group	41	include.01	include	0: agent, entity causing some grouping | 1: theme, thing being included in some group	NA	militants	Jabaliya	NA	The Israeli army said the UN school in the Jabaliya refugee camp was hit when troops responded to a mortar attack from the grounds and that the dead <m> included </m> a number of Hamas militants .
expand | grow | widen	41	increase.01	go up incrementally	0: causer of increase | 1: thing increasing	NA	toll	Gaza	NA	The civilian death toll in Gaza <m> increased </m> dramatically today , with reports of more than 40 Palestinians killed after missiles exploded outside a UN school where hundreds of people were sheltering from the continuing Israeli offensive .
show | report | suggest	38	indicate.01	show, suggesting, pointing to	0: indicator | 1: thing indicated	local news	injure.01	Santa Rosa	03	No reports of injuries have yet to be <m> indicated </m> by local news .
slice | hurt | damage	38	injure.01	cause hurt, cause/experience hurt, damaged, hurt	0: agent, entity causing/possessing arg1's injury  | 1: injured entity (body part if arg0 is possessor)	earthquake.02	NA	Santa Rosa	03	No reports of <m> injuries </m> have yet to be indicated by local news .
hurt | assault | damage	37	injure.01	cause hurt, cause/experience hurt, damaged, hurt	0: agent, entity causing/possessing arg1's injury  | 1: injured entity (body part if arg0 is possessor)	earthquake.02	hundreds	Indonesia's Aceh	07	The strong 6 . 1 - magnitude quake left hundreds more <m> injured </m> as it rocked a region that was devastated by the quake - triggered tsunami of 2004 .
hurt | assault | damage	41	injure.01	cause hurt, cause/experience hurt, damaged, hurt	0: agent, entity causing/possessing arg1's injury  | 1: injured entity (body part if arg0 is possessor)	attack.01	people	Hamas	NA	Speaking by phone from the UN 's Relief and Works Agency in Gaza , Mr Ging struggled to contain his anger at the attack that has also left more 50 people with serious <m> injuries </m> , 10 of whom remain critical .
blend | mix | incorporate	44	integrate.01	blend, mix	0: mixer, integrater | 1: first (or all) thing(s) being integrated	HP	software and services portfolio			While Hurd could not say when the deal would close , he noted that HP is already looking at ways to <m> integrate </m> its software and services portfolio with EDS ' business .
blend | mix | incorporate	43	integrate.01	blend, mix	0: mixer, integrater | 1: first (or all) thing(s) being integrated	AMD	ATI			The AMD statement said , `` We can not speculate on the implications of the merger for another 90-120 days , till the time <m> integration </m> is complete . ''
plan | scheme | aim	43	intend.01	intend, plan, on purpose, intent	0: planner | 1: intent, thing planned	AMD	acquire.01			Addressing a deficiency of its own and further upping the competitive tension between it and chief rival Intel ( nasdaq : INTC - news - people ) , Advanced Micro Devices ( nyse : AMD - news - people ) <m> intends </m> to acquire graphics chipmaker ATI Technologies ( nasdaq : ATYT - news - people ) in a $ 5.4 billion deal .
cause | make | force	41	intensify.01	make more intense	0: causer of intensity | 1: thing becoming intense	attack.01	pressure.01	Hamas	NA	The attack on the school has caused widespread shock across Israel , <m> intensifying </m> pressure on Prime Minister Ehud Olmert to reach a ceasefire .
meet | show | display	42	introduce.01	cause to meet	0: entity making introduction | 1: entity being introduced	T-Mobile	BlackBerry Curve 8900		11 February 2009	T-Mobile USA has just confirmed the numerous rumors that it will <m> introduce </m> the latest model in the BlackBerry Curve series next month .
meet | show | display	40	introduce.01	cause to meet	0: entity making introduction | 1: entity being introduced	Apple	17-inch laptop	NA	01	Apple Inc on Tuesday ( Jan 6 ) <m> introduced </m> what it claims to be the world 's thinnest and lightest 17-inch laptop with a new unibody aluminium enclosure and a built-in battery said to deliver up to eight hours of use and a lifespan three times longer than conventional laptop batteries .
